Address,Status,Transcript
"Cahuenga Blvd #14, North Hollywood, CA 91606",Inconclusive,"""I'm in a meeting but can text."" L
""Hello! My name is Austin and I am interested in renting the one bedroom at Cahuenga Boulevard apt 14. Is it still available?"" V
""Hello and thanks for reaching out! Yes it is available. You can schedule a tour on my site at www.therentalgirl.com/kat. Let me know if you have any additional questions. Texting is easiest for me but let me know if you need to schedule a call."" L
""Okay, thanks!"" V
""I actually had a quick question, do you know if I'd be able to use my Section 8 voucher here?"" V
""Section 8 vouchers count towards income. Basically you would still need to meet the 3x rent in gross monthly income with the voucher included."" L
""Ok! My income is around $47,000 and my voucher lets me look for apartments up to $2321.08. Would that work here?"" V
""I wouldn't know without seeing your full application on paper unfortunately."" L
""Perfect! Thank you!"" V
""No worries!"" L"
"Lancaster Ave, Los Angeles, CA 90033",No Claim,"""Hey Jordan! This is Oscar, we just talked about the one bedroom at Lancaster Ave. I forgot to ask, but is the apartment able to be moved into as soon as possible?"" V
""Yes, but I have a screening application you have to fill out and I need your bank statements and your work pay stub."" L
""Good morning Jordan, this is Oscar. I want to confirm your viewing schedule for today at 9am. Are you still keeping this appointment?"" V
""Hello! Apologies, had a family emergency. Could I possibly stop by this week to see the apartment?"" V
""No worries, take care of your emergency first. Let me know when you are available. Thank you for confirming your appointment with me."" L
""Thank you! Sorry about that. What is the availability for this week?"" V
""Are you available today?"" V
""I need to check! Also I meant to ask, but would I be able to use my Section 8 voucher here?"" V
""Sorry but we're not registered with Section 8. How does Section 8 voucher work?"" L
""Oh ok. The government pays a portion through the voucher and I pay a small portion based on my income."" V
""Do you need to get approved from Section 8 assistance before you look for a place or get an approval from the property owner before you can get approval from Section 8? What if the rent is too high?"" V
""I already have the voucher and it lets me look for apartments up to $2,321.08, and I believe the property would have to pass a Section 8 inspection."" L
""Thank you for the information. Can you tell me your situation, why do you need to move in as soon as possible? If you have Section 8 voucher with your current housing?"" L
""I'm not using my voucher currently and I'm staying with my family."" V
""Ok, can you meet me at the unit today? See if the unit is right for you and we'll try to work with Section 8."" L
""I actually cannot do today, is there any availability for Wednesday?"" V
""Yes but I prefer today because I'm available all day."" L"
"N Avenue 66, Los Angeles, CA 90042",Inconclusive,"""Hey Lily! It's Austin, we just talked about the 1 bedroom at N Avenue 66. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Good morning the unit is ready when would you like to view it?"" L
""Do you have any showings for this weekend?"" V
""I have open for viewing today until 5 o'clock and tomorrow from 1 to 2 PM."" L
""Ok! I need to check about those times. Also will I be able to use my Section 8 voucher here?"" V
""When you get a chance please give me a call so I could explain the process."" L
""I'm not able to talk right now on the phone. Could we talk about it over text?"" V
""Give me a call when you can."" L
""Hey! Could we possibly just do it over text, my phone is having some issues right now with calls! Also my caseworker explained to me the process."" V
""Hello! Wanted to follow up about the apartment."" V
""Hey! Wanted to follow up again about the apartment."" V
""Hello! Wanted to check in about the apartment."" V"
"Hazelhurst Pl #7 North Hollywood, CA 91606",No Claim,"""Hi Riley, this is Natalie. I got your number from the office who told me to reach out about seeing Hazelhurst Pl #7. Would I be able to view that sometime soon?"" V
""Hi Natalie! Yes I can show you the unit on Sunday at 11:00 or 11:30 AM."" L
""I'll check with my partner and get back to you about that time."" V
""And before we see it I wanted to check if we would be able to use our Section 8 voucher here?"" V
""Yes you can."" L
""Great, thanks!"" V"
"S Ardmore Ave unit 104 Los Angeles, CA 90020",TBD,"""Hello Jamie, Thank you for your interest in our property. S. Ardmore Ave Unit 104. 2 bed + 2 bath + 1 parking Rent: 2,600 + utilities Please let me know if you have any questions. Thank you."" L
""Thanks! When will the apartment be available for move in?"" V
""The unit is ready to move in."" L
""Perfect! Okay, thank you! Will do!"" V
""And would I be able to use my Section 8 voucher here?"" V
""Yes. When you apply, we check your credit. And the paperwork needs to be done in 2 weeks. For more information, please give us a call. Thank you."" L
""Perfect! Okay, thank you! Will do!"" V"
"N Figueroa St #15 Los Angeles, CA 90065",Inconclusive,"""Hi Avery, this is Oscar, we spoke about the 2 bedroom at N Figueroa St #15. I forgot to ask if there is parking?"" V
""Hi, this is Zillow. Thanks for inquiring about renting at N Figueroa St #15. We need a little more info to pass you over. What's your full name?"" L
""Thank you! Let me check. What's the address?"" V"
"S Ardmore Ave, Los Angeles, CA 90005",Inconclusive,"""Sorry for the missed call. I am currently on the phone. What can I assist you with? Thank you."" L
""Hello! Is this Cameron? I am interested in renting the one bedroom at S Ardmore Ave. Is it still available?"" V
""Good afternoon. The unit is still available. I do have to ask some questions before I can schedule a viewing. Could I text them over to you? Thank you."" L
""Yep no problem! Also would I be able to use a Section 8 voucher here?"" V
""Hello! Wanted to follow up about the apartment."" V
""Hey! Wanted to check in about the apartment."" V
""Hello! Wanted to follow up."" V
""Hey! Wanted to follow up."" V"
"Denny Ave #101, North Hollywood, CA 91601",Inconclusive,"""Hey Drew! It's Oscar, we just talked about the one bedroom at Denny Ave #101. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Hey! Wanted to follow up about the apartment."" V
""Hello! Wanted to follow up."" V
""Hey! Wanted to check in about the apartment."" V
""Hello! Wanted to follow up."" V"
"Lockwood Ave #7 Los Angeles, CA 90029",Inconclusive,"""Hi Sam, this is Natalie, we spoke about the 2 bedroom at 4205 Lockwood Ave #7. I forgot to ask if there is parking?"" V
""Yes parking and laundry"" L
""Ok perfect. And I do have a Section 8 voucher, would I be able to use that here?"" V
""Yes as long as the rent amount is OK"" L
""Ok the voucher lets me look for apartments up to $2,898. That should work right?"" V
""Hey just following up here"" V
""Hey is 4205 Lockwood still available?"" V
""Yes"" L
""And I wanted to verify if I could use my voucher here?"" V
""Can you call me?"" L
""I'm at an appointment can we text?"" V
""Yes, you can use your voucher as long as it doesn't take a long time to go through. You need to look at the apartment and the area first."" L
""Ok I think the process takes around 30 days. Do you know if that would work?"" V
""Yes, you can use your voucher as long as it doesn't take a long time to go through."" L
""Hey following up here"" V
""Hey would I be able to see the apartment this week?"" V
""That one rented this weekend just have a one bedroom available now. Stay in touch we get new ones all the time although mostly we have studios and one bedrooms, but sometimes two bedrooms."" L
""What's the address? Cool. How much is it?"" V"
"Chatsworth St #206 Granada Hills, CA 91344",Inconclusive,"""Hi Bob, this is Oscar, we spoke about the 2 bedroom at N Sierra Bonita Ave #2. I forgot to ask if there is parking?"" V
""There is covered - but not gated - tandem parking. That means parking is one car in front of the other."" L
""Ok got it. And I have a Section 8 voucher, would I be able to use that here?"" V
""I would have to ask the owners. I'll get back to you."" L
""Ok thank you."" V
""Hi. Unfortunately we are not taking Section 8."" L"
"Burbank Blvd Woodland Hills, CA 91367",Inconclusive,"""Hi Alex, this is Alex, we spoke about the 2 bedroom at Burbank Blvd. I forgot to ask if there is parking?"" L
""Yes"" L
""Great, and when will it be available for move in?"" V
""As soon as possible"" L
""And I have a Section 8 voucher, would I be able to use that here?"" V
""I think the property is not Section 8 approved."" L
""Oh, so I would be able to use my voucher here?"" V
""I don't know how to use it. If Section 8 needs to inspect it, it wouldn't be qualified."" L
""On if I could use the voucher here?"" V
""I will send you the application."" L
""Ok, so if it's not qualified for Section 8 then I wouldn't be able to use the voucher here, right?"" V
""You need to check with Section 8."" L
""How many people?"" L
""For three people, two adults and a child."" L
""Hey, following up back here."" V
""We are signing the contract directly with the tenant."" L"
"N Sierra Bonita Ave #2 Los Angeles, CA 90046",Pending,"""Hi Bob, this is Natalie, we spoke about the 2 bedroom at N Sierra Bonita Ave #2. I forgot to ask if there is parking?"" V
""There is covered - but not gated - tandem parking. That means parking is one car in front of the other."" L
""Ok got it"" V
""And I have a Section 8 voucher, would I be able to use that here?"" V
""I would have to ask the owners. I'll get back to you."" L
""Ok thank you"" V
""Hi. Unfortunately we are not taking Section 8."" L"
"E 4th St, Los Angeles, CA 90063",TBD,"""Hey Michael! It's Austin, we just talked about the one bedroom at E. 4th St. I forgot to ask but when is the apartment able to be moved into?"" V
""I will be showing today from 11-1pm if you can make it."" L
""Do you have any showings coming up?"" V
""I will be showing later this evening after 7pm."" L
""Ok! Let me check if I can make it. Also quick question, would I be able to use my Section 8 voucher here?"" V
""I have to see on a case by case basis, normally I don't accept them."" L
""Oh ok. I do need to use the voucher for wherever I'm renting. Do you have requirements that I would need to meet in order to use it?"" V
""Can I ask what your situation is and why you are on it and are you working now?"" L
""I'm not working but my wife is, and she makes around $47,000 a year."" V
""Why are you not working?"" L
""I'm in between jobs right now."" V
""Are you renting now?"" L
""We are currently staying with family."" V
""No landlord referrals I don't think is going to work, I'm sorry."" L
""Could I possibly reach out to a previous landlord of mine?"" V
""Yea I'm sorry that won't work."" L
""No worries. Thanks for trying."" V"
"W Coliseum St, Los Angeles, CA 90016",Inconclusive,"""Hey Jordan! Your colleague passed along this number. My name is Austin and I am reaching out about the one bedroom at W Coliseum St. Would I be able to see the apartment?"" V
""Hello! Wanted to check in about the apartment."" V
""Hey! Wanted to follow up about the apartment."" V
""Not ready."" L
""Ok! When do you think it'll be ready?"" V
""Not sure. But I'll keep you posted."" L
""Sounds good! No rush at all. Thanks!"" V"
"Rhodes Ave #5, Valley Village, CA 91607",Inconclusive,"""Hey Casey! It's Austin, we talked about the one bedroom at 4800 Rhodes Avenue #5. I forgot to ask but is the rent still $1900 a month?"" V
""Hi Austin: it is! Would you like to come this Sat to see the unit? Between 11 – 3 pm works."" L
""I need to check! Also question, would I be able to use a Section 8 voucher here?"" V
""Apologies for the tardy reply. Been a hectic week. Unit is no longer available. Best of luck with your search."" L
""No worries! Okay, thanks! Got it."" V"
"W 6th St #613, Los Angeles, CA 90017",Inconclusive,"""Hey Riley! It's Oscar, we talked about the one bedroom at 630 West 6th Street #613. I forgot to ask but when is the apartment able to be moved into?"" V
""Hi Riley, it's essentially available for move in immediately, however it's still furnished. If you're looking for it furnished, it can be very quick; unfurnished we need a little time to empty out the home."" L
""Ok! Gotcha. Also wanted to ask, but will I be able to use my section 8 voucher here?"" V
""Yes, section 8 vouchers are accepted, however we still require a lease application and credit report to be completed."" L
""I should note, I put this property on the market about 12 hours ago and I already have 5 inquiries so there will be a lot of competition for this one."" L
""Hello! Is the apartment still available?"" V
""Hi, we've had several applications and just accepted one. We're waiting on the paperwork to be signed."" L
""Great, thank you! Okay, no problem!"" V"
"Chapman St #4, Los Angeles, CA 90065",Inconclusive,"""Hey Jamie! It's Jamie, we just talked about the one bedroom at Chapman St #4. I forgot to ask but is the apartment able to be moved into as soon as possible?"" L
""Hi Jamie, the tenant moved out a few days ago, so it still needs to get painted and cleaned. It should be ready in 2 weeks at most."" L
""Ok cool! Also would I be able to use my Section 8 voucher here? I am waiting to hear back because I have other people asking about that as well."" V
""The owner needs the following requirements for the unit: the credit score to be at least 750 and income to be 2x rent, last 3 pay stubs & last 3 bank statements. Thank you!"" L
""How would the income requirement work if I have a Section 8 voucher?"" V
""Then the credit score must be a minimum of 750."" L
""Ok that makes sense! Would my voucher count towards the income requirement though?"" V
""Hello! Wanted to follow up about the apartment."" V
""Hey! Wanted to check in about the apartment."" V
""Hello! Wanted to follow up about the apartment."" V
""Hey! Wanted to check in regarding the apartment."" V"
"Hillandale Dr #3, Los Angeles, CA 90042",Pending,"""Hey Avery! My name is Austin and I was given this number by your colleagues. I am interested in renting the one bedroom at Hillandale Dr. #3. Is it still available?"" V
""Hi there! Yes it is. We are giving tours on Wednesday between 1-4pm. Let me know if that works."" L
""Ok! I need to check. Also would I be able to use my Section 8 voucher here?"" V
""Unfortunately no."" L
""Thanks anyway!"" V
""Darn."" V
""No worries!"" L"
"E 33rd St #1, Los Angeles, CA 90011",Inconclusive,"""Hello Sam! This is Rose, we talked about the one bedroom at E 33rd St #1. I meant to ask but when are we able to move into the apartment?"" V
""Hi, this is Zillow. Thanks for inquiring about renting at E 33rd St #1. We need a little more info to pass you over. What's your full name?"" L"
"1/2 E Malabar St Los Angeles, CA 90033",Pending,"""Hi Dan, this is Oscar, we spoke about the 2 bedroom at E Malabar St. I forgot to ask if there is parking?"" V
""Hi Drew, there is one parking spot. I'm gonna be speaking to the owner at about 3 PM. He's gonna let me know if he's gonna accept one of the three applications I've already turned in, so let me call you right after I speak to him."" L
""Hey Dan just checking back to see if the unit is still available."" V
""In meetings, call you in a while."" L
""What's the address?"" V
""Ok. Text works best for me."" L
""Hey just following up here?"" V
""I can show you the unit today at 5:30 or 6:00 PM. Can you make it at that time?"" L
""Would I be able to use my Section 8 voucher here?"" V
""No."" L"
"Tobias Ave Van Nuys, CA 91411",Inconclusive,"""Hi Sunny, this is for the 2 bedroom at Tobia Ave right?"" L
""Yes"" V
""And when will the apartment be available for me?"" L
""It's available for immediate move in"" L
""Ok great. And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""I don't know."" L
""Oh really? How much is rent?"" V
""Would you be able to check?"" V
""Hey just checking back here"" V
""I believe we already found a tenant to rent."" L
""Oh really? How much is rent?"" V
""I see, thanks"" V"
"Kraft Ave North Hollywood, CA 91605",Inconclusive,"""Hi Rachel, this is Oscar, we spoke about the 2 bedroom at Kraft Ave."" V
""I spoke to my partner and our annual income is around 53k."" V
""Hey just checking back here."" V
""Hi is this unit still available?"" V
""Hi Robin, sorry for late response. The rent is 2,800.00 and utilities will be added. Don't know if you want to spend over 50% of your income on rent?"" L
""I do have a Section 8 voucher, would I be able to use that here?"" V
""Hey just checking back here."" V
""Hi is Kraft Ave still available?"" V
""Good morning, we are still waiting for Inspector to come and give us the final."" L
""Ok so would I be able to use the voucher? Or are you still waiting on an answer?"" V
""Hey just following up here."" V
""Hi, we are still waiting for City to come give us final permit. I just have to sit back and wait. We are at their mercy. If I keep calling them, they get upset more."" L"
"Sepulveda Blvd #3 Mission Hills, CA 91345",Inconclusive,"""Hi Karen, this is Natalie, we spoke about the 2 bedroom at Sepulveda Blvd #3. I forgot to ask if there is parking?"" V
""Attached garage to spaces plus a visitors parking pass for another space if available inside the gates. Two car garage."" L
""Ok great. And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""I've never done Section 8 before, call me if you'd like to discuss the situation directly."" L
""Thank you so much!"" V"
"Darby Ave Reseda, CA 91335",Inconclusive,"""Hi Morgan, this is Rose, we spoke about the 2 bedroom at Darby Ave. I forgot to ask if there is parking?"" V
""Hi, this is Zillow. Thanks for inquiring about renting at 2 bed, $2,195. We need a little more info to pass you over. What's your full name?"" L
""Thank you!"" V
""Yes"" V
""What's the address?"" V"
"Helms Ave #1/2, Los Angeles, CA 90034",Inconclusive,"""Hey AJ! This is Austin, we just talked about the one bedroom at Helms Ave #1/2. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Yes, it is only partially furnished. Bed and couch are not there but other items are available if you would like to use them."" L
""Ok! Also would I be able to use my Section 8 voucher here?"" V
""I do not believe we are qualified for that."" L
""Ok, so I wouldn't be able to use my voucher here?"" V
""I'm just not confident our building is approved to do that."" L
""Ok! Would it be possible for you to check that?"" V
""Hello! Wanted to follow up about the apartment."" V
""Hey! Wanted to follow up."" V
""Hey! Wanted to follow up about the apartment."" V
""Hey, wanted to check in again."" V"
"Burbank Blvd #1, Woodland Hills, CA 91367",TBD,"""Hey Jordan! It's Jordan, we just talked about the one bedroom at Burbank Blvd #1. I forgot to ask but is the apartment able to be moved into as soon as possible?"" L
""Ok great! Also would I be able to use my section 8 voucher here?"" V
""Hello! Wanted to follow up about the apartment."" L
""I am not sure if the property is approved for section 8."" V
""Ok! Would you be able to check for me?"" L
""Hey! Wanted to follow up about the apartment."" L
""It's not approved for section 8."" V
""Got it, so I wouldn't be able to use my voucher here?"" V
""I don't know how you have to use the voucher. If section 8 has to come and inspect the place this wouldn't be approved. You make a decision."" V
""Okay, thanks!"" L
""Oh, I see I just emailed them."" V"
"N Stanley Ave #105, Los Angeles, CA 90046",Pending,"""Hey Casey, this is Oscar, we just talked about the one bedroom at Lockwood Ave #3. I forgot to ask but is the apartment able to move in as soon as possible?"" V
""Yes is ready"" L
""Ok cool! Also would I be able to use my section 8 voucher here?"" V
""No we don't work with section 8 sorry"" L
""Hey Casey! This is Oscar, we just talked about the one bedroom N Stanley Ave #105. I forgot to ask but is the apartment able to be moved in as soon as possible?"" V
""Yes is ready for move in"" L
""Hi Casey, this is Oscar, we just spoke about the unit, is there parking?"" V
""Yes one spot"" L
""Ok perfect and is it available for move in soon?"" V
""Yes is ready"" L
""Great! And I have a Section 8 voucher, would I be able to use that here?"" V
""Hi I'm sorry but we don't do section 8"" L
""No problem, thank you"" V
""Thanks anyway!"" V"
"Hazeltine Ave #14, Van Nuys, CA 91405",Inconclusive,"""Hello! My name is Austin and I am interested in renting the 2 bedroom at Hazeltine Ave #14! Would I be able to see it this week?"" V
""Hi, this is Zillow. Thanks for inquiring about renting at Hazeltine Ave #14. We need a little more info to pass you over. What's your full name?"" L
""Thank you! What address?"" V
""Sounds great!"" V"
"N Neptune Ave #3, Wilmington, CA 90744",Inconclusive,"""Hello Jamie! This is Jamie, we just talked about the one bedroom at N Neptune Ave #3. I forgot to ask but is the apartment able to be moved in as soon as possible?"" L
""Hey! Wanted to follow up about the apartment."" V
""Hello! Wanted to follow up."" V
""Hey! Wanted to check in about the apartment."" V"
"S Hoover St #1/2 Los Angeles, CA 90057",No Claim,"""Hi Joe, this is Oscar, we spoke about your listing on Trulia for the 2 bedroom at S Hoover St #1/2. When will that be ready for move in?"" V
""It is ready for immediate move in"" L
""Great! And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""Hey just checking back here"" V
""Hi, sorry didn't see this 'til now. Yes acceptable"" L
""No worries"" L
""Great! Just checking"" V"
"Crenshaw Blvd Los Angeles, CA 90019",No Claim,"""Hi Cameron, this is Oscar, we spoke about your listing on Trulia for the 2 bedroom Crenshaw. When will that be ready for move in?"" V
""Hi probably 2 weeks"" L
""Ok and would I be able to use my Section 8 voucher here?"" V
""Yes"" L
""Great! Would tomorrow afternoon work for a showing?"" V
""Yes"" L
""Hi I won't be able to make it for a showing today"" V
""Hello no problem let me know when you are free"" L
""I'm free now"" V
""Will do"" L
""Calling now"" V"
"S Manhattan Pl #107 Los Angeles, CA 90020",Inconclusive,"""Hey Miri, this is for unit 107 right?"" V
""Yes."" L
""The apartment would be for me, my partner, and our daughter. We don't have any pets. Is there anything else I can let you know?"" V
""Thank you for sharing. When and what time would you like to see it? I am available tomorrow and Wednesday between 10-4."" L
""I'll let you know as soon as I hear back from my partner."" V
""And before we see it, I just wanted to check if we would be able to use our Section 8 voucher here?"" V
""Oh, we are not qualified for Section 8."" L
""Oh, so I wouldn't be able to use my voucher here?"" V
""Hey, just checking back here."" V
""Hi, is 326 S Manhattan Pl #107 still available?"" V
""Hello."" L
""Here are the requirements that need to be met for application consideration. I would need the following paperwork done from you: 1. Completed application 2. Photocopy of driver's license and Social Security card. 3. Employment verification letter from the employer 4. 3 months of recent pay stub copy/3 months of recent bank statements 5. Instead of taking an application fee, we ask you to do a credit/background check at your own expense ($42) with Transunion mysmartmove. I will send the link. Credit score of 740+ is desired. 6. Residence verification from previous landlord."" L
""Ok, got it! I just wanted to check again if I'd be able to use my voucher here?"" V
""Hey, checking back here."" V
""Just wanted clarification on if I can or can't use my voucher here."" V"
"Los Feliz Blvd #2, Los Angeles, CA 90027",Inconclusive,"""Ok cool! Also question, would I be able to use my Section 8 voucher here?"" V
""Hey! Wanted to follow up about the apartment, thank you!"" V
""Hey! Wanted to check in about the listing"" V
""Hello! Wanted to check in about the apartment"" V
""Hey! Wanted to follow up about the apartment"" V
""Hey Sam! My name is Austin and I am interested in renting the one bedroom at Los Feliz Blvd #2. Is it still available?"" V
""Hello! Wanted to check in again"" V
""Hey! Wanted to follow up about the apartment?"" V
""Hello! Wanted to follow up"" V"
"Oxnard #7, St Van Nuys, CA 91401",Inconclusive,"""Hey Robin! It's Rose, we just talked about the 1 bedroom at Oxnard St. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Yes"" L
""Ok, and just to double check, the apartment numbers are 7 & 8 right?"" V
""I have apt. 23 & 7 available to move in right now"" L
""Ok! Also would I be able to use my section 8 voucher here?"" V
""Hello! Wanted to follow up about the apartment. Thank you!"" V
""Hi sorry I don't work weekends"" L
""Ok! Do you know if I'd be able to use section 8 vouchers for these apartments?"" V
""Hello! Wanted to follow up again"" V
""Hey! Wanted to follow up about the apartment"" V
""Hello! Wanted to check in about the apartment"" V
""Will do!"" L
""Okay! Thank you!"" V"
"Denny Ave #10, North Hollywood, CA 91606",Inconclusive,"""Hey Alex! It's Austin, we just talked about the one bedroom at Denny Ave #10. I forgot to ask but when is the apartment able to be moved into?"" V
""Hello! Wanted to follow up about the apartment. Thank you!"" V
""Hello! Wanted to follow up again."" V
""Hey! Wanted to check in about the apartment."" V
""Hello! The apartment will be available to move in on the 1st of next month."" L
""The rent is $1,200 per month."" L"
"Gault St #5 Van Nuys, CA 91405",Inconclusive,"""Hi Priscilla, this is Morgan, we spoke about the 2 bedroom at Gault St #5. Do you know when it will be available for move in?"" L
""Unit it's ready for move in"" L
""Ok great. And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""How's income and credit?"" L
""We make around 53k and have a 720 credit score"" V
""Ok would you like to apply? How many adults? Any minors or pets?"" L
""No pets. For two adults and a kid"" V
""Also just want to confirm that I can use my voucher here right?"" V
""Yes"" L
""They also check income and credit aside from your voucher"" L
""Got it. And how much? Thank you so much"" V
""Oh is there an income and credit requirement? And would my voucher count towards that?"" V
""700 credit and 3x rent on income"" L
""Ok and does the voucher count towards the income?"" V
""Office would let me know once application is submitted."" L"
"Newcastle Ave #31 Encino, CA 91316",Pending,"""Hello Taylor it's Taylor we will see you this Saturday at 2 bd on Newcastle Ave"" L
""Hey Taylor, when will unit 31 be available for move in?"" V
""Immediately"" L
""When are you planning to move?"" L
""Sooner the better"" V
""And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""No"" L
""Why not?"" V
""Okay, thanks"" V"
"Califa St #6 North Hollywood, CA 91601",Inconclusive,"""Hi Jordan, this is Oscar, I saw your listing on Trulia for the 2 bedroom at California St #6. Is that still available?"" V
""Hi, yes, it's a self viewing tour California St Apt #6 and Apt #2. The intercom to enter is Jordan. We have a lock box by the gate with the keys inside. The code is Jordan. Please return the keys when you are done and let me know how it went. Thanks"" L
""Thank you. And when will it be available for move in?"" L
""It's available now for move in. The max we can hold a unit with a security deposit is 20 days."" L
""Ok great. And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""I'm not sure, don't know anything about it. I would need to ask the owner."" L
""Would you be able to and get back to me?"" V
""Sure."" L
""Hey have you heard back from the owner about my voucher?"" V
""Hey have you heard back from the owner?"" L
""Hey checking back here about California St #6."" V
""Hey just checking back."" L
""Hi, I have not yet. Sorry."" V
""Would you be able to do that soon? I'm still interested in the apartment."" L
""Hey just checking back."" V
""Hey following up."" L
""Hey have you checked about my voucher yet?"" V"
"S Gramercy Pl #25 Los Angeles, CA 90019",Inconclusive,"""Thanks! And when will the unit be available for move in?"" V
""It should be ready now"" L
""Ok great. And before I view it I just wanted to check if I could use my Section 8 voucher here?"" V
""I don't know about that we are not registered"" L
""Would you be able to check please? Can you try? What's the number? Thanks any"" V
""We are not registered. Please call me when you can"" L
""Can't talk right now. Does that mean I wouldn't be able to use my voucher here?"" V
""I am not sure you are welcome to try"" L"
"Milwood Ave, Canoga Park, CA 91303",No Claim,"""Hey Riley! This is Oscar, we talked about the one bedroom at Milwood Ave. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Hi. I have 2, one bedrooms. One (lower unit) will be move in ready by Monday and the upper unit will be ready by the 12th."" L
""Ok great! Also would I be able to use my section 8 voucher here?"" V
""Yes. You still have to pass the requirements of credit check and proof of income."" L
""Ok! What are those requirements?"" V
""Last 2 paystubs or bank statements. Tax return if you don't have the above. Letter from employer if you get paid cash. Copy of driver's license. Social security. Fill out application. Only 3 people allowed (including children). Lowest credit acceptable is 650 with proof of income. You must make at least 3 times the rent in a month. Water, sewage, trash, SCEP and RSO are paid to owner along with rent monthly. So that's about 80-200 extra depending on water intake for the month. Rent is 1,795. Move in special for 12 months (-100) 1,695. Includes 1 parking spot. Deposit is based on your credit score."" L
""How does the income requirement work if I have a section 8 voucher?"" V
""Your credit and higher deposit will be required."" L
""Ok if my income is $47,000 a year and my credit is 720 I would be good to apply?"" V
""Yes."" L
""Thank you! How do I do it? And how much?"" V"
"Bryant St #8, Canoga Park, CA 91304",Inconclusive,"""Hello! Wanted to check in about the apartment"" V
""Not available"" L
""Okay, thanks! No worries!"" V"
"Laurel Canyon Blvd Valley Village, CA 91607",Inconclusive,"""Hi Avery, this is Oscar, we spoke about the studio at 5747 Laurel Canyon Blvd. Do you know when it will be available for move in?"" V
""Call me in the morning. I'm off today."" L
""Hey, just checking back here."" V
""I'm dealing with maintenance at another building right now. Call me after noon."" L
""Hey, just following up here. Is the unit still available?"" V
""Sorry, no."" L
""No worries."" V
""Okay, thanks anyway."" V"
"Cleon Ave North Hollywood, CA 91606",Inconclusive,"""Hi Erica, this is Cameron, we spoke about the studio at 6736 Cleon Ave. Do you know when it will be available for move in?"" L
""Ok And would I be able to use my Section 8 voucher here?"" V
""First need to apply. After that when you get approved need to bring the deposit and wait a week to move in. The unit will be ready by this Saturday. Please send me your name, email address, Cameron. I will send you the application."" L
""Hey just checking back here."" V
""Please call the office ask for lease department."" L"
"Sherman Way #17, Van Nuys, CA 91406",Inconclusive,"""Hey Drew! This is Rose, we just talked about the one bedroom at Sherman Way #17. I forgot to ask but when would I be able to move in?"" V
""Hi, this is Zillow. Thanks for inquiring about renting at Sherman Way #17. We need a little more info to pass you over. What's your full name?"" L
""Thank you! What's the address?"" V
""That's perfect."" V"
"Culver Blvd #204, Los Angeles, CA 90066",Pending,"""Hey Sam, this is Sam. We just talked about the one bedrooms at Culver Blvd and apartments #303 and #3. I just wanted to double check the prices for the apartments."" L
""#303 is $2000 (includes utilities)"" L
""#3 is $2150 (includes dishwasher and central a/c)"" L
""Ok gotcha! Also would I be able to use my section 8 voucher here?"" V
""Hello! Wanted to follow up about the apartment. We don't accept section 8."" L"
"N Martel Ave #6 Los Angeles, CA 90046",Inconclusive,"""Hi Rena, this is Robin, we spoke about the 2 bedroom at N Martel Ave #6. I wanted to confirm that the rent is $2,700?"" L
""Hi yes it is."" V
""Great!"" V
""And I have a Section 8 voucher, would I be able to use that here?"" V
""Hi sorry! Yes I believe we can."" L
""Great!"" V
""Okay, thank you! No worries!"" V"
"Crenshaw Blvd Los Angeles, CA 90043",Inconclusive,"""Hi Josh, this is Oscar, we spoke about the 2 bedroom at Crenshaw Blvd. Do you know when it will be available for move in?"" V
""Not at this time"" L
""Darn"" V
""Okay, thanks"" V
""Any time?"" L"
"W Washington Blvd #114 Los Angeles, CA 90007",Inconclusive,
"Hermitage Ave #13, Valley Village, CA 91607",Pending,"""Are you calling about the 2/2 on Hermitage Avenue?"" L
""Hello! Is this Taylor? I was calling about the 2 bedroom at Hermitage Ave #13."" V
""Yes. 1 parking space."" L
""Ok great! Also would I be able to use my Section 8 voucher here?"" V
""No, we cannot."" L
""Okay, thanks! Are you sure?"" V"
"Mentone Ave #8, Los Angeles, CA 90034",Inconclusive,
"S Alma St #4, San Pedro, CA 90731",No Claim,"""Hey Casey! This is Casey, we just talked about the one bedroom at S Alma St #4. I forgot to ask but when is the apartment able to be moved into?"" L
""Hey Casey. The apartment is ready to move in on the 15th, maybe the 12th if the carpet people work fast enough. When are you looking to move?"" V
""That should be perfect! I want to move in as soon as possible. Also would I be able to use my Section 8 voucher here?"" L
""No problem. We just need to go through the application process and background check."" V"
